Label1,,Label2,,Label3,,Label4,,,,Combined(2+3+4),,Label1,,FINAL,
Outcome,Score,Outcome,Score,Outcome,Score,Outcome,Score,,,Outcome,Score,Outcome,Score,Final Outcome,Final Score
Not a bully,0.16,Possible Victim,0.6625,Possible Victim,0.671428571,Not a victim,0.866666667,,,Possible Victim,0.733531746,Not a bully,0.16,Not a bully,
Not a bully,0.12,Possible Victim,0.5875,Not a victim,0.828571429,Not a victim,0.733333333,,,Possible Victim,0.716468254,Not a bully,0.12,Not a bully,
Not a bully,0.22,Not a victim,0.775,Possible Victim,0.685714286,Possible Victim,0.533333333,,,Possible Victim,0.66468254,Not a bully,0.22,Not a bully,
Not a bully,0.12,Possible Victim,0.5125,Possible Victim,0.5,Possible Victim,0.533333333,,,Possible Victim,0.515277778,Not a bully,0.12,Not a bully,
Not a bully,0.16,Not a victim,0.9625,Not a victim,0.9,Not a victim,1,,,Not a victim,0.954166667,Not a bully,0.16,Not a bully,
Not a bully,0.16,Possible Victim,0.6625,Not a victim,0.757142857,Not a victim,0.9,,,Not a victim,0.773214286,Not a bully,0.16,Not a bully,
Not a bully,0.3,Possible Victim,0.4875,Possible Victim,0.628571429,Possible Victim,0.533333333,,,Possible Victim,0.549801587,Not a bully,0.3,Not a bully,
Not a bully,0.28,Possible Victim,0.6625,Possible Victim,0.671428571,Possible Victim,0.433333333,,,Possible Victim,0.589087301,Not a bully,0.28,Not a bully,
Not a bully,0.1,Possible Victim,0.475,Not a victim,0.728571429,Not a victim,1,,,Possible Victim,0.73452381,Not a bully,0.1,Not a bully,
Not a bully,0.38,Not a victim,0.8,Not a victim,0.728571429,Not a victim,0.8,,,Not a victim,0.776190476,Not a bully,0.38,Not a bully,
Possible Bully,0.98,Not a victim,0.7625,Possible Victim,0.657142857,Possible Victim,0.666666667,,,Possible Victim,0.695436508,Possible Bully,0.98,Possible Bully,
Not a bully,0.14,Possible Victim,0.6625,Possible Victim,0.628571429,Possible Victim,0.533333333,,,Possible Victim,0.608134921,Not a bully,0.14,Not a bully,
Possible Bully,1,Possible Victim,0.5,Possible Victim,0.685714286,Not a victim,0.8,,,Possible Victim,0.661904762,Possible Bully,1,Possible Bully,
Not a bully,0.18,Not a victim,0.8875,Not a victim,0.828571429,Not a victim,0.866666667,,,Not a victim,0.860912699,Not a bully,0.18,Not a bully,
Not a bully,0.12,Possible Victim,0.5625,Not a victim,0.842857143,Not a victim,0.733333333,,,Possible Victim,0.712896825,Not a bully,0.12,Not a bully,
Not a bully,0.16,Not a victim,0.7375,Not a victim,0.785714286,Not a victim,0.8,,,Not a victim,0.774404762,Not a bully,0.16,Not a bully,
Not a bully,0.26,Not a victim,0.8375,Not a victim,0.857142857,Not a victim,0.7,,,Not a victim,0.798214286,Not a bully,0.26,Not a bully,
Possible Bully,0.44,Not a victim,0.75,Possible Victim,0.642857143,Not a victim,0.7,,,Possible Victim,0.697619048,Possible Bully,0.44,Possible Bully,
Not a bully,0.1,Not a victim,0.8875,Not a victim,0.942857143,Not a victim,0.9,,,Not a victim,0.910119048,Not a bully,0.1,Not a bully,
Not a bully,0.22,Possible Victim,0.5625,Possible Victim,0.457142857,Possible Victim,0.466666667,,,Possible Victim,0.495436508,Not a bully,0.22,Not a bully,
Not a bully,0.1,Not a victim,1,Possible Victim,0.671428571,Not a victim,1,,,Not a victim,0.89047619,Not a bully,0.1,Not a bully,
Not a bully,0.36,Possible Victim,0.65,Not a victim,0.928571429,Not a victim,0.833333333,,,Not a victim,0.803968254,Not a bully,0.36,Not a bully,
Not a bully,0.16,Not a victim,0.925,Not a victim,0.8,Possible Victim,0.666666667,,,Not a victim,0.797222222,Not a bully,0.16,Not a bully,
Not a bully,0.28,Possible Victim,0.35,Possible Victim,0.628571429,Possible Victim,0.366666667,,,Possible Victim,0.448412699,Not a bully,0.28,Not a bully,
Possible Bully,0.48,Possible Victim,0.6125,Possible Victim,0.5,Possible Victim,0.6,,,Possible Victim,0.570833333,Possible Bully,0.48,Possible Bully,
Not a bully,0.12,Not a victim,0.8125,Not a victim,0.914285714,Not a victim,0.8,,,Not a victim,0.842261905,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.7625,Not a victim,0.857142857,Not a victim,0.7,,,Not a victim,0.773214286,Not a bully,0.1,Not a bully,
Not a bully,0.24,Not a victim,0.7625,Not a victim,0.871428571,Not a victim,0.7,,,Not a victim,0.77797619,Not a bully,0.24,Not a bully,
Not a bully,0.1,Possible Victim,0.65,Not a victim,0.842857143,Not a victim,0.733333333,,,Possible Victim,0.742063492,Not a bully,0.1,Not a bully,
Not a bully,0.24,Possible Victim,0.5875,Possible Victim,0.657142857,Possible Victim,0.566666667,,,Possible Victim,0.603769841,Not a bully,0.24,Not a bully,
Not a bully,0.26,Possible Victim,0.6875,Not a victim,0.814285714,Not a victim,0.9,,,Not a victim,0.800595238,Not a bully,0.26,Not a bully,
Not a bully,0.32,Possible Victim,0.6625,Not a victim,0.8,Possible Victim,0.566666667,,,Possible Victim,0.676388889,Not a bully,0.32,Not a bully,
Possible Bully,0.42,Possible Victim,0.6125,Possible Victim,0.671428571,Not a victim,1,,,Not a victim,0.761309524,Possible Bully,0.42,Not a bully,
Possible Bully,1,Not a victim,0.875,Not a victim,0.985714286,Not a victim,1,,,Not a victim,0.953571429,Possible Bully,1,Not a bully,
Not a bully,0.1,Possible Victim,0.65,Not a victim,0.814285714,Possible Victim,0.433333333,,,Possible Victim,0.632539682,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.8125,Not a victim,0.871428571,Not a victim,0.8,,,Not a victim,0.82797619,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.5875,Possible Victim,0.614285714,Possible Victim,0.6,,,Possible Victim,0.600595238,Not a bully,0.1,Not a bully,
Not a bully,0.14,Not a victim,0.9,Not a victim,0.971428571,Not a victim,0.833333333,,,Not a victim,0.901587301,Not a bully,0.14,Not a bully,
Not a bully,0.12,Not a victim,0.8125,Not a victim,0.871428571,Possible Victim,0.533333333,,,Possible Victim,0.739087301,Not a bully,0.12,Not a bully,
Not a bully,0.26,Possible Victim,0.5875,Not a victim,0.742857143,Possible Victim,0.6,,,Possible Victim,0.643452381,Not a bully,0.26,Not a bully,
Possible Bully,0.66,Not a victim,0.725,Possible Victim,0.385714286,Possible Victim,0.5,,,Possible Victim,0.536904762,Possible Bully,0.66,Possible Bully,
Not a bully,0.1,Not a victim,0.8375,Not a victim,0.985714286,Not a victim,1,,,Not a victim,0.941071429,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.775,Not a victim,0.728571429,Possible Victim,0.633333333,,,Possible Victim,0.712301587,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.85,Not a victim,0.928571429,Not a victim,0.933333333,,,Not a victim,0.903968254,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,1,Not a victim,1,Not a victim,0.966666667,,,Not a victim,0.988888889,Not a bully,0.1,Not a bully,
Not a bully,0.18,Not a victim,0.75,Possible Victim,0.671428571,Possible Victim,0.633333333,,,Possible Victim,0.684920635,Not a bully,0.18,Not a bully,
Not a bully,0.1,Not a victim,0.85,Not a victim,0.742857143,Not a victim,1,,,Not a victim,0.864285714,Not a bully,0.1,Not a bully,
Not a bully,0.22,Possible Victim,0.5375,Possible Victim,0.371428571,Possible Victim,0.6,,,Possible Victim,0.50297619,Not a bully,0.22,Not a bully,
Possible Bully,0.64,Possible Victim,0.4125,Possible Victim,0.6,Possible Victim,0.4,,,Possible Victim,0.470833333,Possible Bully,0.64,Possible Bully,
Not a bully,0.16,Not a victim,0.9625,Not a victim,1,Possible Victim,0.6,,,Not a victim,0.854166667,Not a bully,0.16,Not a bully,
Not a bully,0.22,Possible Victim,0.5875,Possible Victim,0.685714286,Possible Victim,0.466666667,,,Possible Victim,0.579960318,Not a bully,0.22,Not a bully,
Possible Bully,0.46,Not a victim,0.725,Not a victim,0.871428571,Possible Victim,0.633333333,,,Possible Victim,0.743253968,Possible Bully,0.46,Possible Bully,
Not a bully,0.26,Possible Victim,0.325,Possible Victim,0.171428571,Not a victim,1,,,Possible Victim,0.498809524,Not a bully,0.26,Not a bully,
Possible Bully,0.88,Possible Victim,0.4875,Possible Victim,0.642857143,Possible Victim,0.633333333,,,Possible Victim,0.587896825,Possible Bully,0.88,Possible Bully,
Not a bully,0.14,Possible Victim,0.6375,Not a victim,0.742857143,Possible Victim,0.433333333,,,Possible Victim,0.604563492,Not a bully,0.14,Not a bully,
Not a bully,0.36,Not a victim,0.7375,Not a victim,0.757142857,Not a victim,0.766666667,,,Not a victim,0.753769841,Not a bully,0.36,Not a bully,
Not a bully,0.28,Not a victim,0.8125,Not a victim,0.914285714,Not a victim,1,,,Not a victim,0.908928571,Not a bully,0.28,Not a bully,
Not a bully,0.32,Not a victim,0.775,Not a victim,0.7,Possible Victim,0.633333333,,,Possible Victim,0.702777778,Not a bully,0.32,Not a bully,
Not a bully,0.12,Possible Victim,0.5,Possible Victim,0.371428571,Possible Victim,0.4,,,Possible Victim,0.423809524,Not a bully,0.12,Not a bully,
Not a bully,0.12,Possible Victim,0.5,Possible Victim,0.371428571,Possible Victim,0.4,,,Possible Victim,0.423809524,Not a bully,0.12,Not a bully,
Not a bully,0.32,Possible Victim,0.55,Possible Victim,0.528571429,Possible Victim,0.566666667,,,Possible Victim,0.548412699,Not a bully,0.32,Not a bully,
Not a bully,0.18,Not a victim,0.9,Possible Victim,0.671428571,Not a victim,0.9,,,Not a victim,0.823809524,Not a bully,0.18,Not a bully,
Not a bully,0.16,Possible Victim,0.6,Not a victim,0.771428571,Not a victim,0.866666667,,,Possible Victim,0.746031746,Not a bully,0.16,Not a bully,
Not a bully,0.1,Not a victim,0.8625,Not a victim,0.942857143,Not a victim,0.733333333,,,Not a victim,0.846230159,Not a bully,0.1,Not a bully,
Not a bully,0.4,Possible Victim,0.4375,Not a victim,0.871428571,Not a victim,1,,,Not a victim,0.769642857,Not a bully,0.4,Not a bully,
Not a bully,0.18,Not a victim,0.75,Not a victim,0.828571429,Possible Victim,0.4,,,Possible Victim,0.65952381,Not a bully,0.18,Not a bully,
Not a bully,0.3,Possible Victim,0.1,Possible Victim,0.1,Possible Victim,0.333333333,,,Possible Victim,0.177777778,Not a bully,0.3,Not a bully,
Not a bully,0.32,Not a victim,0.925,Possible Victim,0.685714286,Not a victim,0.933333333,,,Not a victim,0.848015873,Not a bully,0.32,Not a bully,
Not a bully,0.1,Not a victim,0.8,Not a victim,0.842857143,Not a victim,0.9,,,Not a victim,0.847619048,Not a bully,0.1,Not a bully,
Not a bully,0.12,Possible Victim,0.325,Possible Victim,0.271428571,Possible Victim,0.5,,,Possible Victim,0.36547619,Not a bully,0.12,Not a bully,
